UFV698,0.0008,0.0006901
UFV683,0.000689,0.0006856
UFV684,0.0006878,0.0006853
UFV685,0.00069,0.0006863
UFV686,0.0006843,0.0006845
UFV687,0.0006918,0.0006877
UFV688,0.0006851,0.0006881
UFV689,0.0006925,0.0006888
